UserId,AverageRuntime,MyAverageRuntime,AverageWatchLaterMoviesRuntime,MyAverageWatchLaterMoviesRuntime,AverageMovieClicks,MyMovieClicks,FuturePredictedRuntime
2f2edd26-2309-446f-a501-efd4ff95698c,80,118,995,329,97,7,102
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,95,102,843,334,69,37,94
816925f2-1a84-4f5e-8f68-9bb61e47a831,80,92,148,212,19,66,92
816925f2-1a84-4f5e-8f68-9bb61e47a831,94,98,237,168,98,45,50
bda79ecd-904e-4928-8ce4-e5c53cc98110,242,96,64,930,51,79,72
968630e1-f235-4d48-a6a2-e14828e24ec5,90,90,783,924,13,41,69
050e64c1-8cdd-4102-b703-125ff56652e1,105,104,739,503,87,62,95
968630e1-f235-4d48-a6a2-e14828e24ec5,112,83,269,333,16,76,90
d84e31f9-caaf-45ea-a800-9322f715d648,84,93,944,632,31,70,86
8f27e002-d3e5-439f-a601-ea2a39f34ad8,94,87,325,733,9,88,92
d32a4b9b-ce56-4739-a066-fd1870f0db5e,100,64,347,717,52,20,60
bda79ecd-904e-4928-8ce4-e5c53cc98110,87,56,938,940,42,79,100
4a8b4a64-5dc3-4e33-a858-09a96518a389,90,170,576,339,70,8,138
bda79ecd-904e-4928-8ce4-e5c53cc98110,85,91,306,74,42,9,90
3c176379-742c-4534-91e4-addf71b44cee,86,83,266,931,64,27,95
cb9a5e24-f2d6-4aef-b519-34286e9753fb,99,90,587,616,55,82,87
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,61,90,70,92,8,67,111
8f27e002-d3e5-439f-a601-ea2a39f34ad8,75,84,337,191,81,73,104
3c176379-742c-4534-91e4-addf71b44cee,90,83,765,216,49,17,86
cb9a5e24-f2d6-4aef-b519-34286e9753fb,63,85,148,752,97,29,125
cb9a5e24-f2d6-4aef-b519-34286e9753fb,90,120,593,227,52,53,113
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,88,108,163,825,47,32,132
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,94,86,267,888,55,34,62
d32a4b9b-ce56-4739-a066-fd1870f0db5e,96,120,20,549,47,63,99
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,103,87,685,576,38,72,116
4a8b4a64-5dc3-4e33-a858-09a96518a389,112,90,152,423,3,86,84
8f27e002-d3e5-439f-a601-ea2a39f34ad8,87,115,483,447,52,64,77
7865dc03-d371-4a17-88cc-7ba0103a1941,60,83,129,554,92,1,100
050e64c1-8cdd-4102-b703-125ff56652e1,75,97,911,707,91,95,56
3c176379-742c-4534-91e4-addf71b44cee,75,94,822,822,35,19,92
d32a4b9b-ce56-4739-a066-fd1870f0db5e,83,80,17,286,98,62,98
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,52,109,845,370,60,44,96
bda79ecd-904e-4928-8ce4-e5c53cc98110,141,104,512,944,73,7,138
051d7ffb-14a6-4837-9c14-90c478d77c78,92,105,861,920,2,32,65
d84e31f9-caaf-45ea-a800-9322f715d648,83,103,92,524,77,75,84
2f2edd26-2309-446f-a501-efd4ff95698c,66,92,750,665,62,71,85
d32a4b9b-ce56-4739-a066-fd1870f0db5e,86,92,998,273,1,56,50
051d7ffb-14a6-4837-9c14-90c478d77c78,106,60,621,74,30,33,93
bda79ecd-904e-4928-8ce4-e5c53cc98110,95,97,994,730,49,17,91
8f27e002-d3e5-439f-a601-ea2a39f34ad8,116,132,900,275,77,59,65
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,99,90,983,37,37,23,79
7865dc03-d371-4a17-88cc-7ba0103a1941,83,90,742,487,45,54,78
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,94,90,485,629,81,47,85
3c176379-742c-4534-91e4-addf71b44cee,94,81,972,831,35,36,110
d32a4b9b-ce56-4739-a066-fd1870f0db5e,76,99,48,70,45,56,92
3c176379-742c-4534-91e4-addf71b44cee,93,63,612,865,39,8,83
d84e31f9-caaf-45ea-a800-9322f715d648,105,93,367,730,28,51,112
4a8b4a64-5dc3-4e33-a858-09a96518a389,96,68,64,342,6,34,105
816925f2-1a84-4f5e-8f68-9bb61e47a831,109,70,514,367,63,47,105
bda79ecd-904e-4928-8ce4-e5c53cc98110,90,89,851,475,65,9,95
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,101,85,556,282,94,43,94
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,75,91,857,701,60,29,70
051d7ffb-14a6-4837-9c14-90c478d77c78,87,99,872,481,81,68,113
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,85,107,893,50,4,65,92
4a8b4a64-5dc3-4e33-a858-09a96518a389,145,88,559,352,78,50,278
050e64c1-8cdd-4102-b703-125ff56652e1,81,96,504,680,47,96,113
4a8b4a64-5dc3-4e33-a858-09a96518a389,60,113,440,196,41,96,80
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,107,110,810,201,89,55,95
d84e31f9-caaf-45ea-a800-9322f715d648,47,58,98,82,31,70,82
2f2edd26-2309-446f-a501-efd4ff95698c,137,113,903,507,26,93,102
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,87,95,406,214,4,60,97
cb9a5e24-f2d6-4aef-b519-34286e9753fb,88,145,461,442,59,15,98
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,139,77,334,292,77,29,94
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,99,79,337,260,87,12,95
051d7ffb-14a6-4837-9c14-90c478d77c78,115,101,778,684,80,48,90
d84e31f9-caaf-45ea-a800-9322f715d648,91,110,463,572,84,60,83
051d7ffb-14a6-4837-9c14-90c478d77c78,69,99,419,557,62,83,100
cb9a5e24-f2d6-4aef-b519-34286e9753fb,68,78,71,893,42,45,95
bda79ecd-904e-4928-8ce4-e5c53cc98110,70,92,795,27,69,54,119
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,73,91,900,145,19,93,90
d32a4b9b-ce56-4739-a066-fd1870f0db5e,106,91,438,938,49,8,55
051d7ffb-14a6-4837-9c14-90c478d77c78,94,47,609,946,90,79,86
a3cf3f05-d647-4112-8f5f-6ad667453e96,86,110,351,725,76,74,70
050e64c1-8cdd-4102-b703-125ff56652e1,75,86,224,289,10,46,82
cb9a5e24-f2d6-4aef-b519-34286e9753fb,115,115,997,646,4,80,99
4a8b4a64-5dc3-4e33-a858-09a96518a389,96,73,393,312,20,75,101
050e64c1-8cdd-4102-b703-125ff56652e1,98,80,789,722,38,51,110
395e3f78-f527-434b-a285-8cb7d6c9859a,52,97,908,296,11,15,93
3c176379-742c-4534-91e4-addf71b44cee,66,50,854,804,41,58,120
d32a4b9b-ce56-4739-a066-fd1870f0db5e,85,87,556,40,15,84,91
d32a4b9b-ce56-4739-a066-fd1870f0db5e,119,61,109,23,95,35,118
8f27e002-d3e5-439f-a601-ea2a39f34ad8,91,93,194,313,63,44,59
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,98,88,482,986,61,7,90
bda79ecd-904e-4928-8ce4-e5c53cc98110,128,81,880,636,6,75,96
d32a4b9b-ce56-4739-a066-fd1870f0db5e,101,90,669,529,86,55,89
cb9a5e24-f2d6-4aef-b519-34286e9753fb,99,85,426,389,56,31,120
bda79ecd-904e-4928-8ce4-e5c53cc98110,86,97,218,133,28,90,60
d84e31f9-caaf-45ea-a800-9322f715d648,87,103,790,695,30,20,110
d84e31f9-caaf-45ea-a800-9322f715d648,89,121,846,287,6,24,150
7865dc03-d371-4a17-88cc-7ba0103a1941,92,105,624,256,97,41,129
bda79ecd-904e-4928-8ce4-e5c53cc98110,70,86,590,7,21,95,79
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,102,88,563,72,3,30,143
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,84,84,296,245,97,93,100
395e3f78-f527-434b-a285-8cb7d6c9859a,92,84,324,734,84,54,101
395e3f78-f527-434b-a285-8cb7d6c9859a,111,54,853,707,1,63,88
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,84,95,445,110,80,14,90
d84e31f9-caaf-45ea-a800-9322f715d648,105,100,788,740,1,51,95
816925f2-1a84-4f5e-8f68-9bb61e47a831,93,63,429,486,64,91,134
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,81,130,541,191,69,24,106
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,124,117,194,147,18,78,60
968630e1-f235-4d48-a6a2-e14828e24ec5,83,90,712,155,15,25,93
816925f2-1a84-4f5e-8f68-9bb61e47a831,104,95,982,578,98,6,92
2f2edd26-2309-446f-a501-efd4ff95698c,139,88,737,229,15,57,84
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,71,83,95,640,74,65,82
816925f2-1a84-4f5e-8f68-9bb61e47a831,100,89,473,585,80,37,84
bda79ecd-904e-4928-8ce4-e5c53cc98110,105,99,722,204,16,33,50
bda79ecd-904e-4928-8ce4-e5c53cc98110,144,102,98,957,67,0,87
2f2edd26-2309-446f-a501-efd4ff95698c,92,83,565,760,20,40,87
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,89,84,781,213,88,36,84
968630e1-f235-4d48-a6a2-e14828e24ec5,101,87,977,876,86,12,86
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,88,77,951,0,58,77,70
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,100,88,15,490,55,33,93
d84e31f9-caaf-45ea-a800-9322f715d648,107,75,758,294,93,46,87
3c176379-742c-4534-91e4-addf71b44cee,115,130,337,242,73,42,80
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,108,100,804,67,69,49,96
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,59,85,212,117,48,10,60
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,89,86,263,381,32,62,75
7865dc03-d371-4a17-88cc-7ba0103a1941,76,74,225,693,20,39,81
3c176379-742c-4534-91e4-addf71b44cee,95,123,806,151,77,15,89
cb9a5e24-f2d6-4aef-b519-34286e9753fb,109,119,506,733,24,99,73
d32a4b9b-ce56-4739-a066-fd1870f0db5e,84,107,33,977,37,92,91
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,77,115,17,434,83,49,90
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,87,110,834,651,13,95,80
a3cf3f05-d647-4112-8f5f-6ad667453e96,148,139,632,451,36,47,94
d32a4b9b-ce56-4739-a066-fd1870f0db5e,122,50,661,885,83,88,103
050e64c1-8cdd-4102-b703-125ff56652e1,103,50,688,429,9,56,81
7865dc03-d371-4a17-88cc-7ba0103a1941,96,79,273,758,44,65,118
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,103,87,223,202,43,9,91
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,145,90,111,178,4,2,100
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,101,83,258,237,37,58,108
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,83,67,968,61,71,18,96
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,94,82,702,857,83,16,88
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,95,60,782,383,53,60,63
d32a4b9b-ce56-4739-a066-fd1870f0db5e,58,113,742,384,28,64,91
d32a4b9b-ce56-4739-a066-fd1870f0db5e,106,98,68,637,8,41,91
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,57,45,503,337,25,93,85
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,95,70,232,762,68,24,127
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,98,88,246,766,2,68,85
968630e1-f235-4d48-a6a2-e14828e24ec5,69,46,762,627,96,94,55
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,88,173,498,620,56,56,84
051d7ffb-14a6-4837-9c14-90c478d77c78,99,102,245,303,15,79,97
d84e31f9-caaf-45ea-a800-9322f715d648,77,100,566,851,67,27,102
395e3f78-f527-434b-a285-8cb7d6c9859a,93,92,713,267,55,73,105
7865dc03-d371-4a17-88cc-7ba0103a1941,72,108,878,930,3,95,101
8f27e002-d3e5-439f-a601-ea2a39f34ad8,75,56,444,599,78,9,136
a3cf3f05-d647-4112-8f5f-6ad667453e96,105,94,678,751,28,87,99
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,100,101,436,970,39,43,89
2f2edd26-2309-446f-a501-efd4ff95698c,90,160,389,454,82,74,99
968630e1-f235-4d48-a6a2-e14828e24ec5,94,88,280,348,59,89,112
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,76,90,930,775,95,65,99
cb9a5e24-f2d6-4aef-b519-34286e9753fb,105,75,83,275,36,78,82
4a8b4a64-5dc3-4e33-a858-09a96518a389,95,100,77,560,12,91,95
cb9a5e24-f2d6-4aef-b519-34286e9753fb,76,66,306,747,88,30,88
d32a4b9b-ce56-4739-a066-fd1870f0db5e,97,45,308,554,44,7,84
cb9a5e24-f2d6-4aef-b519-34286e9753fb,90,88,93,210,50,49,88
8f27e002-d3e5-439f-a601-ea2a39f34ad8,92,80,79,359,35,52,115
051d7ffb-14a6-4837-9c14-90c478d77c78,71,88,224,472,18,42,180
395e3f78-f527-434b-a285-8cb7d6c9859a,93,79,307,555,4,19,132
bda79ecd-904e-4928-8ce4-e5c53cc98110,85,120,780,428,82,65,83
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,59,90,813,226,68,77,243
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,95,100,495,782,32,43,86
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,120,90,255,212,88,41,104
395e3f78-f527-434b-a285-8cb7d6c9859a,71,82,673,389,72,78,83
816925f2-1a84-4f5e-8f68-9bb61e47a831,84,87,657,67,26,23,101
4a8b4a64-5dc3-4e33-a858-09a96518a389,84,169,784,726,58,81,85
8f27e002-d3e5-439f-a601-ea2a39f34ad8,55,89,272,300,95,90,110
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,80,90,530,893,32,51,58
a3cf3f05-d647-4112-8f5f-6ad667453e96,96,99,477,855,61,13,68
3c176379-742c-4534-91e4-addf71b44cee,100,62,993,828,79,53,100
395e3f78-f527-434b-a285-8cb7d6c9859a,83,101,449,133,57,52,107
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,54,94,11,887,90,4,90
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,82,95,947,957,69,75,92
2f2edd26-2309-446f-a501-efd4ff95698c,84,68,790,670,44,54,103
4a8b4a64-5dc3-4e33-a858-09a96518a389,54,58,802,174,18,64,83
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,163,103,632,203,16,47,110
7865dc03-d371-4a17-88cc-7ba0103a1941,56,90,978,818,41,5,110
2f2edd26-2309-446f-a501-efd4ff95698c,60,81,343,389,22,70,69
968630e1-f235-4d48-a6a2-e14828e24ec5,83,111,268,976,52,43,84
d84e31f9-caaf-45ea-a800-9322f715d648,97,70,62,296,93,48,100
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,85,99,139,534,31,29,95
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,104,116,558,567,47,6,117
050e64c1-8cdd-4102-b703-125ff56652e1,88,85,93,104,61,10,100
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,102,105,924,762,39,15,91
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,106,87,173,789,52,99,64
051d7ffb-14a6-4837-9c14-90c478d77c78,75,78,491,106,85,6,78
050e64c1-8cdd-4102-b703-125ff56652e1,124,81,335,794,37,73,57
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,68,103,132,937,17,87,48
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,96,92,537,475,91,79,132
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,77,88,294,832,94,33,67
968630e1-f235-4d48-a6a2-e14828e24ec5,79,103,583,669,91,71,93
395e3f78-f527-434b-a285-8cb7d6c9859a,91,94,338,746,18,18,98
4a8b4a64-5dc3-4e33-a858-09a96518a389,88,87,241,764,19,20,71
3c176379-742c-4534-91e4-addf71b44cee,64,95,918,430,74,44,115
d84e31f9-caaf-45ea-a800-9322f715d648,91,91,593,249,60,37,68
3c176379-742c-4534-91e4-addf71b44cee,83,90,855,104,79,26,88
395e3f78-f527-434b-a285-8cb7d6c9859a,111,96,371,203,60,10,63
968630e1-f235-4d48-a6a2-e14828e24ec5,68,88,878,317,18,73,70
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,92,83,646,967,35,47,85
d32a4b9b-ce56-4739-a066-fd1870f0db5e,88,87,363,362,67,67,168
cb9a5e24-f2d6-4aef-b519-34286e9753fb,90,86,7,323,87,89,90
d84e31f9-caaf-45ea-a800-9322f715d648,80,87,945,962,40,49,110
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,69,93,821,712,38,28,130
968630e1-f235-4d48-a6a2-e14828e24ec5,99,74,481,139,86,54,85
bda79ecd-904e-4928-8ce4-e5c53cc98110,77,48,191,568,75,99,90
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,78,107,132,642,40,34,113
050e64c1-8cdd-4102-b703-125ff56652e1,89,92,808,888,90,87,172
8f27e002-d3e5-439f-a601-ea2a39f34ad8,60,86,496,623,47,65,123
395e3f78-f527-434b-a285-8cb7d6c9859a,84,82,582,827,46,69,86
bda79ecd-904e-4928-8ce4-e5c53cc98110,90,97,376,616,34,60,80
bda79ecd-904e-4928-8ce4-e5c53cc98110,84,90,294,821,40,71,86
8f27e002-d3e5-439f-a601-ea2a39f34ad8,89,95,400,633,7,63,92
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,83,84,717,46,25,86,87
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,159,97,744,764,91,40,89
7865dc03-d371-4a17-88cc-7ba0103a1941,92,110,607,382,7,87,95
a3cf3f05-d647-4112-8f5f-6ad667453e96,102,97,571,364,3,48,62
cb9a5e24-f2d6-4aef-b519-34286e9753fb,90,90,254,224,89,55,80
816925f2-1a84-4f5e-8f68-9bb61e47a831,80,82,182,530,94,92,90
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,90,99,841,852,8,95,95
8f27e002-d3e5-439f-a601-ea2a39f34ad8,80,101,12,213,81,6,76
a3cf3f05-d647-4112-8f5f-6ad667453e96,94,95,243,354,86,44,92
816925f2-1a84-4f5e-8f68-9bb61e47a831,70,47,31,397,48,46,103
050e64c1-8cdd-4102-b703-125ff56652e1,93,90,284,909,73,23,85
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,98,100,474,738,41,73,96
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,85,85,808,572,19,47,82
bda79ecd-904e-4928-8ce4-e5c53cc98110,63,50,761,481,1,78,129
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,91,111,160,77,36,32,75
051d7ffb-14a6-4837-9c14-90c478d77c78,109,108,10,765,11,65,96
d84e31f9-caaf-45ea-a800-9322f715d648,95,90,759,714,16,58,105
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,92,115,998,731,35,1,112
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,84,95,816,621,94,78,86
4a8b4a64-5dc3-4e33-a858-09a96518a389,99,60,654,877,4,22,103
2f2edd26-2309-446f-a501-efd4ff95698c,92,97,537,523,53,21,99
4a8b4a64-5dc3-4e33-a858-09a96518a389,89,93,476,47,26,17,117
968630e1-f235-4d48-a6a2-e14828e24ec5,90,91,559,709,51,2,111
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,105,90,631,77,77,91,53
cb9a5e24-f2d6-4aef-b519-34286e9753fb,119,104,331,156,57,39,95
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,90,55,841,70,3,34,102
bda79ecd-904e-4928-8ce4-e5c53cc98110,125,160,526,869,33,60,88
3c176379-742c-4534-91e4-addf71b44cee,56,134,430,267,1,83,94
7865dc03-d371-4a17-88cc-7ba0103a1941,91,95,787,202,70,76,51
d84e31f9-caaf-45ea-a800-9322f715d648,103,77,339,435,0,99,81
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,98,100,938,932,15,53,92
968630e1-f235-4d48-a6a2-e14828e24ec5,85,86,601,374,19,13,88
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,90,90,402,232,3,3,85
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,83,80,689,432,6,38,66
d32a4b9b-ce56-4739-a066-fd1870f0db5e,55,145,236,35,52,47,90
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,88,75,101,562,30,94,58
3c176379-742c-4534-91e4-addf71b44cee,92,110,749,919,16,42,108
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,102,90,385,199,57,49,100
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,116,93,152,178,72,46,100
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,86,58,636,14,69,9,127
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,94,100,220,156,40,87,80
d32a4b9b-ce56-4739-a066-fd1870f0db5e,100,99,597,637,11,80,65
d32a4b9b-ce56-4739-a066-fd1870f0db5e,89,133,855,127,61,51,52
395e3f78-f527-434b-a285-8cb7d6c9859a,63,108,526,590,26,54,87
d84e31f9-caaf-45ea-a800-9322f715d648,113,101,301,767,14,58,75
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,73,95,879,617,47,78,113
cb9a5e24-f2d6-4aef-b519-34286e9753fb,55,96,988,244,21,71,89
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,101,120,935,823,67,81,72
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,104,100,566,621,46,19,91
8f27e002-d3e5-439f-a601-ea2a39f34ad8,59,115,709,548,97,19,85
d32a4b9b-ce56-4739-a066-fd1870f0db5e,81,67,977,119,51,26,85
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,75,70,460,509,50,39,85
051d7ffb-14a6-4837-9c14-90c478d77c78,74,95,697,873,57,52,73
3c176379-742c-4534-91e4-addf71b44cee,83,69,968,28,48,25,92
2f2edd26-2309-446f-a501-efd4ff95698c,86,103,731,148,55,74,91
a3cf3f05-d647-4112-8f5f-6ad667453e96,87,107,127,922,44,81,56
d84e31f9-caaf-45ea-a800-9322f715d648,90,85,949,875,10,52,75
3c176379-742c-4534-91e4-addf71b44cee,88,92,934,106,56,24,85
816925f2-1a84-4f5e-8f68-9bb61e47a831,86,128,393,572,3,20,90
395e3f78-f527-434b-a285-8cb7d6c9859a,61,121,602,4,25,56,90
3c176379-742c-4534-91e4-addf71b44cee,130,113,684,942,27,53,84
f0bc1222-022f-4e79-b27e-6a3d2ca3caa8,69,85,84,219,69,51,91
cb9a5e24-f2d6-4aef-b519-34286e9753fb,99,115,39,149,87,66,121
7865dc03-d371-4a17-88cc-7ba0103a1941,79,102,527,793,8,88,99
050e64c1-8cdd-4102-b703-125ff56652e1,110,107,456,766,69,81,78
cb9a5e24-f2d6-4aef-b519-34286e9753fb,90,61,947,354,1,42,80
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,88,84,693,46,40,61,90
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,101,82,278,314,75,54,77
d84e31f9-caaf-45ea-a800-9322f715d648,90,110,750,985,54,38,87
a3cf3f05-d647-4112-8f5f-6ad667453e96,90,50,757,820,94,42,93
cb9a5e24-f2d6-4aef-b519-34286e9753fb,135,78,723,664,99,4,100
2f2edd26-2309-446f-a501-efd4ff95698c,776,61,689,65,8,19,81
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,95,100,870,28,7,97,143
cb9a5e24-f2d6-4aef-b519-34286e9753fb,90,76,684,281,22,11,84
8f27e002-d3e5-439f-a601-ea2a39f34ad8,85,121,670,351,34,17,90
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,100,104,330,475,65,68,87
050e64c1-8cdd-4102-b703-125ff56652e1,100,94,644,234,91,64,93
816925f2-1a84-4f5e-8f68-9bb61e47a831,102,89,734,688,12,33,92
bda79ecd-904e-4928-8ce4-e5c53cc98110,89,91,57,456,39,45,97
bda79ecd-904e-4928-8ce4-e5c53cc98110,95,144,368,125,19,42,99
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,70,103,415,49,93,82,80
7865dc03-d371-4a17-88cc-7ba0103a1941,80,80,935,840,31,94,112
816925f2-1a84-4f5e-8f68-9bb61e47a831,75,83,810,68,31,96,165
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,87,154,487,216,3,49,58
968630e1-f235-4d48-a6a2-e14828e24ec5,125,80,548,2,18,5,100
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,100,84,864,731,94,10,100
051d7ffb-14a6-4837-9c14-90c478d77c78,105,114,936,538,67,59,82
bda79ecd-904e-4928-8ce4-e5c53cc98110,110,84,725,460,11,41,89
8f27e002-d3e5-439f-a601-ea2a39f34ad8,78,96,630,544,35,68,93
2f2edd26-2309-446f-a501-efd4ff95698c,69,86,805,465,10,21,172
8f27e002-d3e5-439f-a601-ea2a39f34ad8,58,169,35,640,78,69,129
dbcbbe6c-08b2-41fc-876f-e5c0fd3c02cd,90,96,10,807,6,73,95
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,96,107,167,209,66,42,72
8f27e002-d3e5-439f-a601-ea2a39f34ad8,62,209,879,481,51,24,91
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,104,104,737,195,22,38,95
bda79ecd-904e-4928-8ce4-e5c53cc98110,82,93,635,111,64,83,100
d32a4b9b-ce56-4739-a066-fd1870f0db5e,60,75,337,795,50,62,82
cb9a5e24-f2d6-4aef-b519-34286e9753fb,104,135,729,904,12,60,90
cb9a5e24-f2d6-4aef-b519-34286e9753fb,180,90,512,513,56,24,96
8f27e002-d3e5-439f-a601-ea2a39f34ad8,93,97,838,477,53,73,94
816925f2-1a84-4f5e-8f68-9bb61e47a831,107,57,110,669,3,84,123
2f2edd26-2309-446f-a501-efd4ff95698c,83,54,742,312,93,8,102
3c176379-742c-4534-91e4-addf71b44cee,104,99,95,442,24,17,95
7e0ac2e6-c2a9-4176-a64d-ffb23fb5c6fd,96,84,814,394,10,62,91
050e64c1-8cdd-4102-b703-125ff56652e1,86,83,127,925,12,73,69
050e64c1-8cdd-4102-b703-125ff56652e1,100,77,511,357,17,23,141
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,119,91,749,17,41,86,88
bda79ecd-904e-4928-8ce4-e5c53cc98110,70,94,917,133,79,95,103
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,79,50,607,112,91,86,83
968630e1-f235-4d48-a6a2-e14828e24ec5,97,95,829,53,60,20,102
7865dc03-d371-4a17-88cc-7ba0103a1941,59,91,147,350,74,95,123
d32a4b9b-ce56-4739-a066-fd1870f0db5e,93,76,645,101,77,5,81
1f2d4b1b-7013-4fd6-8b9e-e914acc4dcf2,91,60,426,209,2,54,73
7865dc03-d371-4a17-88cc-7ba0103a1941,88,118,440,708,35,41,104
8f27e002-d3e5-439f-a601-ea2a39f34ad8,80,87,508,32,71,67,94
968630e1-f235-4d48-a6a2-e14828e24ec5,82,95,26,478,70,4,84
2cabaf29-f4f8-4ec8-b0f2-f15d0147dd54,111,100,364,229,27,48,75
395e3f78-f527-434b-a285-8cb7d6c9859a,87,83,169,992,21,31,171
395e3f78-f527-434b-a285-8cb7d6c9859a,86,134,985,657,6,29,80
d84e31f9-caaf-45ea-a800-9322f715d648,70,73,801,253,25,75,88
7865dc03-d371-4a17-88cc-7ba0103a1941,61,59,388,422,81,3,88
